arquivo,classe,area_px,area_relativa,aspect_ratio,solidez,circularidade,perimetro,perimetro_norm
180_coleta_20260421_134605_erva_daninha_20260421_134509.jpg,erva_daninha,274988,0.022916,1.2889,0.0251,0.0021,40233,76.723
270_coleta_20260421_134605_erva_daninha_20260421_134509.jpg,erva_daninha,274988,0.022916,0.7758,0.0251,0.0021,40233,76.723
0_coleta_20260421_134613_erva_daninha_20260421_134458.jpg,erva_daninha,1814124,0.151177,1.3333,0.1512,0.0003,289430,214.887
90_coleta_20260421_134613_erva_daninha_20260421_134458.jpg,erva_daninha,1814124,0.151177,0.75,0.1512,0.0003,289430,214.887
180_coleta_20260421_134613_erva_daninha_20260421_134458.jpg,erva_daninha,1814124,0.151177,1.3333,0.1512,0.0003,289430,214.887
270_coleta_20260421_134613_erva_daninha_20260421_134458.jpg,erva_daninha,1814124,0.151177,0.75,0.1512,0.0003,289430,214.887
0_coleta_20260421_134634_erva_daninha_20260421_134425.jpg,erva_daninha,877255,0.073105,1.3333,0.0731,0.0022,70813,75.6049
90_coleta_20260421_134634_erva_daninha_20260421_134425.jpg,erva_daninha,877255,0.073105,0.75,0.0731,0.0022,70813,75.6049
180_coleta_20260421_134634_erva_daninha_20260421_134425.jpg,erva_daninha,877255,0.073105,1.3333,0.0731,0.0022,70813,75.6049
270_coleta_20260421_134634_erva_daninha_20260421_134425.jpg,erva_daninha,877255,0.073105,0.75,0.0731,0.0022,70813,75.6049
