arquivo,classe,area_px,aspect_ratio,solidez,circularidade,perimetro
270_coleta_20260420_161745_milho_20260420_160339.jpg,milho,352023,0.769,0.0301,0.0135,18071
0_coleta_20260420_161841_milho_20260420_160250.jpg,milho,110023,1.4799,0.0104,0.026,7296
90_coleta_20260420_161841_milho_20260420_160250.jpg,milho,110023,0.6757,0.0104,0.026,7296
180_coleta_20260420_161841_milho_20260420_160250.jpg,milho,110023,1.4799,0.0104,0.026,7296
270_coleta_20260420_161841_milho_20260420_160250.jpg,milho,110023,0.6757,0.0104,0.026,7296
0_coleta_20260420_161801_milho_20260420_160329.jpg,milho,165826,1.2815,0.0152,0.0235,9412
90_coleta_20260420_161801_milho_20260420_160329.jpg,milho,165826,0.7803,0.0152,0.0235,9412
180_coleta_20260420_161801_milho_20260420_160329.jpg,milho,165826,1.2815,0.0152,0.0235,9412
270_coleta_20260420_161801_milho_20260420_160329.jpg,milho,165826,0.7803,0.0152,0.0235,9412
0_coleta_20260420_161929_milho_20260420_160145.jpg,milho,285122,1.4045,0.025,0.0128,16718
90_coleta_20260420_161929_milho_20260420_160145.jpg,milho,285122,0.712,0.025,0.0128,16718
180_coleta_20260420_161929_milho_20260420_160145.jpg,milho,285122,1.4045,0.025,0.0128,16718
270_coleta_20260420_161929_milho_20260420_160145.jpg,milho,285122,0.712,0.025,0.0128,16718
0_coleta_20260420_161853_milho_20260420_160236.jpg,milho,281330,1.4881,0.0262,0.0224,12558
90_coleta_20260420_161853_milho_20260420_160236.jpg,milho,281330,0.672,0.0262,0.0224,12558
180_coleta_20260420_161853_milho_20260420_160236.jpg,milho,281330,1.4881,0.0262,0.0224,12558
270_coleta_20260420_161853_milho_20260420_160236.jpg,milho,281330,0.672,0.0262,0.0224,12558
0_coleta_20260420_162003_milho_20260420_160011.jpg,milho,785306,1.3333,0.0654,0.0095,32165
90_coleta_20260420_162003_milho_20260420_160011.jpg,milho,785306,0.75,0.0654,0.0095,32165
180_coleta_20260420_162003_milho_20260420_160011.jpg,milho,785306,1.3333,0.0654,0.0095,32165
270_coleta_20260420_162003_milho_20260420_160011.jpg,milho,785306,0.75,0.0654,0.0095,32165
0_coleta_20260420_161907_milho_20260420_160213.jpg,milho,275218,1.1565,0.0267,0.0224,12429
90_coleta_20260420_161907_milho_20260420_160213.jpg,milho,275218,0.8647,0.0267,0.0224,12429
180_coleta_20260420_161907_milho_20260420_160213.jpg,milho,275218,1.1565,0.0267,0.0224,12429
270_coleta_20260420_161907_milho_20260420_160213.jpg,milho,275218,0.8647,0.0267,0.0224,12429
0_coleta_20260420_161804_milho_20260420_160325.jpg,milho,365520,1.0928,0.0376,0.0195,15353
90_coleta_20260420_161804_milho_20260420_160325.jpg,milho,365520,0.9151,0.0376,0.0195,15353
180_coleta_20260420_161804_milho_20260420_160325.jpg,milho,365520,1.0928,0.0376,0.0195,15353
270_coleta_20260420_161804_milho_20260420_160325.jpg,milho,365520,0.9151,0.0376,0.0195,15353
0_coleta_20260420_161900_milho_20260420_160229.jpg,milho,370169,1.0283,0.0409,0.0298,12490
90_coleta_20260420_161900_milho_20260420_160229.jpg,milho,370169,0.9725,0.0409,0.0298,12490
180_coleta_20260420_161900_milho_20260420_160229.jpg,milho,370169,1.0283,0.0409,0.0298,12490
270_coleta_20260420_161900_milho_20260420_160229.jpg,milho,370169,0.9725,0.0409,0.0298,12490
0_IMG_20260419_160947858_HDR.jpg,milho,343243,1.6791,0.0544,0.0366,10863
90_IMG_20260419_160947858_HDR.jpg,milho,343243,0.5956,0.0544,0.0366,10863
180_IMG_20260419_160947858_HDR.jpg,milho,343243,1.6791,0.0544,0.0366,10863
270_IMG_20260419_160947858_HDR.jpg,milho,343243,0.5956,0.0544,0.0366,10863
0_coleta_20260420_161923_milho_20260420_160153.jpg,milho,376885,1.4864,0.035,0.0264,13401
90_coleta_20260420_161923_milho_20260420_160153.jpg,milho,376885,0.6728,0.035,0.0264,13401
180_coleta_20260420_161923_milho_20260420_160153.jpg,milho,376885,1.4864,0.035,0.0264,13401
270_coleta_20260420_161923_milho_20260420_160153.jpg,milho,376885,0.6728,0.035,0.0264,13401
0_coleta_20260420_161834_milho_20260420_160254.jpg,milho,188339,1.353,0.0165,0.0646,6051
90_coleta_20260420_161834_milho_20260420_160254.jpg,milho,188339,0.7391,0.0165,0.0646,6051
180_coleta_20260420_161834_milho_20260420_160254.jpg,milho,188339,1.353,0.0165,0.0646,6051
270_coleta_20260420_161834_milho_20260420_160254.jpg,milho,188339,0.7391,0.0165,0.0646,6051
0_IMG_20260419_160754502_HDR.jpg,milho,627915,1.435,0.064,0.0204,19670
90_IMG_20260419_160754502_HDR.jpg,milho,627915,0.6969,0.064,0.0204,19670
180_IMG_20260419_160754502_HDR.jpg,milho,627915,1.435,0.064,0.0204,19670
270_IMG_20260419_160754502_HDR.jpg,milho,627915,0.6969,0.064,0.0204,19670
0_coleta_20260420_162031_milho_20260420_155914.jpg,milho,590361,1.3405,0.0495,0.0018,64253
90_coleta_20260420_162031_milho_20260420_155914.jpg,milho,590361,0.746,0.0495,0.0018,64253
180_coleta_20260420_162031_milho_20260420_155914.jpg,milho,590361,1.3405,0.0495,0.0018,64253
270_coleta_20260420_162031_milho_20260420_155914.jpg,milho,590361,0.746,0.0495,0.0018,64253
0_coleta_20260420_161926_milho_20260420_160148.jpg,milho,264714,1.3394,0.0242,0.0163,14297
90_coleta_20260420_161926_milho_20260420_160148.jpg,milho,264714,0.7466,0.0242,0.0163,14297
180_coleta_20260420_161926_milho_20260420_160148.jpg,milho,264714,1.3394,0.0242,0.0163,14297
270_coleta_20260420_161926_milho_20260420_160148.jpg,milho,264714,0.7466,0.0242,0.0163,14297
0_coleta_20260420_161952_milho_20260420_160044.jpg,milho,1212128,1.3333,0.101,0.0029,72456
90_coleta_20260420_161952_milho_20260420_160044.jpg,milho,1212128,0.75,0.101,0.0029,72456
180_coleta_20260420_161952_milho_20260420_160044.jpg,milho,1212128,1.3333,0.101,0.0029,72456
270_coleta_20260420_161952_milho_20260420_160044.jpg,milho,1212128,0.75,0.101,0.0029,72456
0_IMG_20260419_161036752_HDR.jpg,milho,629797,1.3708,0.054,0.0336,15357
90_IMG_20260419_161036752_HDR.jpg,milho,629797,0.7295,0.054,0.0336,15357
180_IMG_20260419_161036752_HDR.jpg,milho,629797,1.3708,0.054,0.0336,15357
270_IMG_20260419_161036752_HDR.jpg,milho,629797,0.7295,0.054,0.0336,15357
0_coleta_20260420_162016_milho_20260420_155946.jpg,milho,1028295,1.3333,0.0857,0.0043,54658
90_coleta_20260420_162016_milho_20260420_155946.jpg,milho,1028295,0.75,0.0857,0.0043,54658
180_coleta_20260420_162016_milho_20260420_155946.jpg,milho,1028295,1.3333,0.0857,0.0043,54658
270_coleta_20260420_162016_milho_20260420_155946.jpg,milho,1028295,0.75,0.0857,0.0043,54658
0_coleta_20260420_162009_milho_20260420_160004.jpg,milho,743016,1.3333,0.0619,0.0098,30930
90_coleta_20260420_162009_milho_20260420_160004.jpg,milho,743016,0.75,0.0619,0.0098,30930
180_coleta_20260420_162009_milho_20260420_160004.jpg,milho,743016,1.3333,0.0619,0.0098,30930
270_coleta_20260420_162009_milho_20260420_160004.jpg,milho,743016,0.75,0.0619,0.0098,30930
0_IMG_20260419_161055639_HDR.jpg,milho,153643,1.4619,0.0197,0.0284,8248
90_IMG_20260419_161055639_HDR.jpg,milho,153643,0.684,0.0197,0.0284,8248
180_IMG_20260419_161055639_HDR.jpg,milho,153643,1.4619,0.0197,0.0284,8248
270_IMG_20260419_161055639_HDR.jpg,milho,153643,0.684,0.0197,0.0284,8248
0_IMG_20260419_161034586_HDR.jpg,milho,698018,1.7346,0.1195,0.025,18745
90_IMG_20260419_161034586_HDR.jpg,milho,698018,0.5765,0.1195,0.025,18745
180_IMG_20260419_161034586_HDR.jpg,milho,698018,1.7346,0.1195,0.025,18745
270_IMG_20260419_161034586_HDR.jpg,milho,698018,0.5765,0.1195,0.025,18745
0_IMG_20260419_161003595_HDR.jpg,milho,444475,1.6843,0.0579,0.0198,16779
90_IMG_20260419_161003595_HDR.jpg,milho,444475,0.5937,0.0579,0.0198,16779
180_IMG_20260419_161003595_HDR.jpg,milho,444475,1.6843,0.0579,0.0198,16779
270_IMG_20260419_161003595_HDR.jpg,milho,444475,0.5937,0.0579,0.0198,16779
0_coleta_20260420_161920_milho_20260420_160155.jpg,milho,581470,1.3126,0.0501,0.0195,19380
90_coleta_20260420_161920_milho_20260420_160155.jpg,milho,581470,0.7618,0.0501,0.0195,19380
180_coleta_20260420_161920_milho_20260420_160155.jpg,milho,581470,1.3126,0.0501,0.0195,19380
270_coleta_20260420_161920_milho_20260420_160155.jpg,milho,581470,0.7618,0.0501,0.0195,19380
0_IMG_20260419_160906955_HDR.jpg,milho,77067,0.8968,0.0376,0.0657,3838
90_IMG_20260419_160906955_HDR.jpg,milho,77067,1.115,0.0376,0.0657,3838
180_IMG_20260419_160906955_HDR.jpg,milho,77067,0.8968,0.0376,0.0657,3838
270_IMG_20260419_160906955_HDR.jpg,milho,77067,1.115,0.0376,0.0657,3838
0_IMG_20260419_160914785_HDR.jpg,milho,234403,1.3655,0.2498,0.1245,4864
90_IMG_20260419_160914785_HDR.jpg,milho,234403,0.7323,0.2498,0.1245,4864
180_IMG_20260419_160914785_HDR.jpg,milho,234403,1.3655,0.2498,0.1245,4864
270_IMG_20260419_160914785_HDR.jpg,milho,234403,0.7323,0.2498,0.1245,4864
0_IMG_20260419_161053777_HDR.jpg,milho,187729,0.9427,0.0279,0.0314,8668
90_IMG_20260419_161053777_HDR.jpg,milho,187729,1.0607,0.0279,0.0314,8668
180_IMG_20260419_161053777_HDR.jpg,milho,187729,0.9427,0.0279,0.0314,8668
270_IMG_20260419_161053777_HDR.jpg,milho,187729,1.0607,0.0279,0.0314,8668
0_coleta_20260420_161844_milho_20260420_160246.jpg,milho,458532,1.3913,0.0399,0.017,18400
90_coleta_20260420_161844_milho_20260420_160246.jpg,milho,458532,0.7188,0.0399,0.017,18400
180_coleta_20260420_161844_milho_20260420_160246.jpg,milho,458532,1.3913,0.0399,0.017,18400
270_coleta_20260420_161844_milho_20260420_160246.jpg,milho,458532,0.7188,0.0399,0.017,18400
0_coleta_20260420_161831_milho_20260420_160258.jpg,milho,200600,1.3062,0.018,0.0207,11030
90_coleta_20260420_161831_milho_20260420_160258.jpg,milho,200600,0.7656,0.018,0.0207,11030
180_coleta_20260420_161831_milho_20260420_160258.jpg,milho,200600,1.3062,0.018,0.0207,11030
270_coleta_20260420_161831_milho_20260420_160258.jpg,milho,200600,0.7656,0.018,0.0207,11030
0_IMG_20260419_160909614_HDR.jpg,milho,95229,1.515,0.0842,0.0725,4064
90_IMG_20260419_160909614_HDR.jpg,milho,95229,0.66,0.0842,0.0725,4064
180_IMG_20260419_160909614_HDR.jpg,milho,95229,1.515,0.0842,0.0725,4064
270_IMG_20260419_160909614_HDR.jpg,milho,95229,0.66,0.0842,0.0725,4064
0_coleta_20260420_161949_milho_20260420_160047.jpg,milho,1171632,1.3333,0.0976,0.0024,79000
90_coleta_20260420_161949_milho_20260420_160047.jpg,milho,1171632,0.75,0.0976,0.0024,79000
180_coleta_20260420_161949_milho_20260420_160047.jpg,milho,1171632,1.3333,0.0976,0.0024,79000
270_coleta_20260420_161949_milho_20260420_160047.jpg,milho,1171632,0.75,0.0976,0.0024,79000
0_IMG_20260419_160855961_HDR.jpg,milho,471943,2.0387,0.0964,0.0154,19604
90_IMG_20260419_160855961_HDR.jpg,milho,471943,0.4905,0.0964,0.0154,19604
180_IMG_20260419_160855961_HDR.jpg,milho,471943,2.0387,0.0964,0.0154,19604
270_IMG_20260419_160855961_HDR.jpg,milho,471943,0.4905,0.0964,0.0154,19604
0_coleta_20260420_162014_milho_20260420_155951.jpg,milho,152341,1.3333,0.0127,0.0024,28016
90_coleta_20260420_162014_milho_20260420_155951.jpg,milho,152341,0.75,0.0127,0.0024,28016
180_coleta_20260420_162014_milho_20260420_155951.jpg,milho,152341,1.3333,0.0127,0.0024,28016
270_coleta_20260420_162014_milho_20260420_155951.jpg,milho,152341,0.75,0.0127,0.0024,28016
0_IMG_20260419_160721534_HDR.jpg,milho,309304,2.3158,0.0606,0.0678,7574
90_IMG_20260419_160721534_HDR.jpg,milho,309304,0.4318,0.0606,0.0678,7574
180_IMG_20260419_160721534_HDR.jpg,milho,309304,2.3158,0.0606,0.0678,7574
270_IMG_20260419_160721534_HDR.jpg,milho,309304,0.4318,0.0606,0.0678,7574
0_coleta_20260420_161913_milho_20260420_160206.jpg,milho,455307,1.3445,0.0383,0.0197,17059
90_coleta_20260420_161913_milho_20260420_160206.jpg,milho,455307,0.7438,0.0383,0.0197,17059
180_coleta_20260420_161913_milho_20260420_160206.jpg,milho,455307,1.3445,0.0383,0.0197,17059
270_coleta_20260420_161913_milho_20260420_160206.jpg,milho,455307,0.7438,0.0383,0.0197,17059
0_coleta_20260420_162039_milho_20260420_155906.jpg,milho,398448,1.3333,0.0332,0.0032,39866
90_coleta_20260420_162039_milho_20260420_155906.jpg,milho,398448,0.75,0.0332,0.0032,39866
180_coleta_20260420_162039_milho_20260420_155906.jpg,milho,398448,1.3333,0.0332,0.0032,39866
270_coleta_20260420_162039_milho_20260420_155906.jpg,milho,398448,0.75,0.0332,0.0032,39866
0_coleta_20260420_162022_milho_20260420_155937.jpg,milho,550527,1.3333,0.0459,0.0054,35834
90_coleta_20260420_162022_milho_20260420_155937.jpg,milho,550527,0.75,0.0459,0.0054,35834
180_coleta_20260420_162022_milho_20260420_155937.jpg,milho,550527,1.3333,0.0459,0.0054,35834
270_coleta_20260420_162022_milho_20260420_155937.jpg,milho,550527,0.75,0.0459,0.0054,35834
0_IMG_20260419_160843897_HDR.jpg,milho,536430,1.2472,0.0577,0.0312,14702
90_IMG_20260419_160843897_HDR.jpg,milho,536430,0.8018,0.0577,0.0312,14702
180_IMG_20260419_160843897_HDR.jpg,milho,536430,1.2472,0.0577,0.0312,14702
270_IMG_20260419_160843897_HDR.jpg,milho,536430,0.8018,0.0577,0.0312,14702
0_IMG_20260419_160847278_HDR.jpg,milho,1011869,1.5314,0.1031,0.0113,33523
90_IMG_20260419_160847278_HDR.jpg,milho,1011869,0.653,0.1031,0.0113,33523
180_IMG_20260419_160847278_HDR.jpg,milho,1011869,1.5314,0.1031,0.0113,33523
270_IMG_20260419_160847278_HDR.jpg,milho,1011869,0.653,0.1031,0.0113,33523
0_coleta_20260420_161946_milho_20260420_160050.jpg,milho,1329982,1.3333,0.1108,0.002,90588
90_coleta_20260420_161946_milho_20260420_160050.jpg,milho,1329982,0.75,0.1108,0.002,90588
180_coleta_20260420_161946_milho_20260420_160050.jpg,milho,1329982,1.3333,0.1108,0.002,90588
270_coleta_20260420_161946_milho_20260420_160050.jpg,milho,1329982,0.75,0.1108,0.002,90588
0_IMG_20260419_160814788_HDR.jpg,milho,238102,0.9227,0.0451,0.0511,7652
90_IMG_20260419_160814788_HDR.jpg,milho,238102,1.0838,0.0451,0.0511,7652
180_IMG_20260419_160814788_HDR.jpg,milho,238102,0.9227,0.0451,0.0511,7652
270_IMG_20260419_160814788_HDR.jpg,milho,238102,1.0838,0.0451,0.0511,7652
0_IMG_20260419_160927359_HDR.jpg,milho,343452,1.0432,0.0567,0.0192,14996
90_IMG_20260419_160927359_HDR.jpg,milho,343452,0.9586,0.0567,0.0192,14996
180_IMG_20260419_160927359_HDR.jpg,milho,343452,1.0432,0.0567,0.0192,14996
270_IMG_20260419_160927359_HDR.jpg,milho,343452,0.9586,0.0567,0.0192,14996
0_coleta_20260420_161748_milho_20260420_160337.jpg,milho,394770,1.3262,0.0377,0.017,17080
90_coleta_20260420_161748_milho_20260420_160337.jpg,milho,394770,0.754,0.0377,0.017,17080
180_coleta_20260420_161748_milho_20260420_160337.jpg,milho,394770,1.3262,0.0377,0.017,17080
270_coleta_20260420_161748_milho_20260420_160337.jpg,milho,394770,0.754,0.0377,0.017,17080
0_coleta_20260420_161807_milho_20260420_160323.jpg,milho,450008,1.2731,0.0427,0.0136,20417
90_coleta_20260420_161807_milho_20260420_160323.jpg,milho,450008,0.7855,0.0427,0.0136,20417
180_coleta_20260420_161807_milho_20260420_160323.jpg,milho,450008,1.2731,0.0427,0.0136,20417
270_coleta_20260420_161807_milho_20260420_160323.jpg,milho,450008,0.7855,0.0427,0.0136,20417
0_IMG_20260419_160850025_HDR.jpg,milho,818574,1.1678,0.1001,0.0293,18736
90_IMG_20260419_160850025_HDR.jpg,milho,818574,0.8563,0.1001,0.0293,18736
180_IMG_20260419_160850025_HDR.jpg,milho,818574,1.1678,0.1001,0.0293,18736
270_IMG_20260419_160850025_HDR.jpg,milho,818574,0.8563,0.1001,0.0293,18736
0_IMG_20260419_160823253_HDR.jpg,milho,450626,0.9943,0.0585,0.037,12378
90_IMG_20260419_160823253_HDR.jpg,milho,450626,1.0058,0.0585,0.037,12378
180_IMG_20260419_160823253_HDR.jpg,milho,450626,0.9943,0.0585,0.037,12378
270_IMG_20260419_160823253_HDR.jpg,milho,450626,1.0058,0.0585,0.037,12378
0_IMG_20260419_160945735_HDR.jpg,milho,112575,1.0161,0.0148,0.0826,4138
90_IMG_20260419_160945735_HDR.jpg,milho,112575,0.9842,0.0148,0.0826,4138
180_IMG_20260419_160945735_HDR.jpg,milho,112575,1.0161,0.0148,0.0826,4138
270_IMG_20260419_160945735_HDR.jpg,milho,112575,0.9842,0.0148,0.0826,4138
0_IMG_20260419_160819196_HDR.jpg,milho,242003,1.3557,0.0339,0.0518,7664
90_IMG_20260419_160819196_HDR.jpg,milho,242003,0.7376,0.0339,0.0518,7664
180_IMG_20260419_160819196_HDR.jpg,milho,242003,1.3557,0.0339,0.0518,7664
270_IMG_20260419_160819196_HDR.jpg,milho,242003,0.7376,0.0339,0.0518,7664
0_IMG_20260419_161044850_HDR.jpg,milho,956804,0.9832,0.114,0.0376,17886
90_IMG_20260419_161044850_HDR.jpg,milho,956804,1.0171,0.114,0.0376,17886
180_IMG_20260419_161044850_HDR.jpg,milho,956804,0.9832,0.114,0.0376,17886
270_IMG_20260419_161044850_HDR.jpg,milho,956804,1.0171,0.114,0.0376,17886
0_coleta_20260420_162025_milho_20260420_155929.jpg,milho,974230,1.3889,0.0846,0.0042,53706
90_coleta_20260420_162025_milho_20260420_155929.jpg,milho,974230,0.72,0.0846,0.0042,53706
180_coleta_20260420_162025_milho_20260420_155929.jpg,milho,974230,1.3889,0.0846,0.0042,53706
270_coleta_20260420_162025_milho_20260420_155929.jpg,milho,974230,0.72,0.0846,0.0042,53706
0_IMG_20260419_161012001_HDR.jpg,milho,269159,1.1422,0.0321,0.032,10275
90_IMG_20260419_161012001_HDR.jpg,milho,269159,0.8755,0.0321,0.032,10275
180_IMG_20260419_161012001_HDR.jpg,milho,269159,1.1422,0.0321,0.032,10275
270_IMG_20260419_161012001_HDR.jpg,milho,269159,0.8755,0.0321,0.032,10275
0_IMG_20260419_160729824_HDR.jpg,milho,180545,1.2719,0.0184,0.0257,9394
90_IMG_20260419_160729824_HDR.jpg,milho,180545,0.7862,0.0184,0.0257,9394
180_IMG_20260419_160729824_HDR.jpg,milho,180545,1.2719,0.0184,0.0257,9394
270_IMG_20260419_160729824_HDR.jpg,milho,180545,0.7862,0.0184,0.0257,9394
0_coleta_20260420_161940_milho_20260420_160133.jpg,milho,148345,1.214,0.0136,0.0199,9672
90_coleta_20260420_161940_milho_20260420_160133.jpg,milho,148345,0.8237,0.0136,0.0199,9672
180_coleta_20260420_161940_milho_20260420_160133.jpg,milho,148345,1.214,0.0136,0.0199,9672
270_coleta_20260420_161940_milho_20260420_160133.jpg,milho,148345,0.8237,0.0136,0.0199,9672
0_coleta_20260420_161911_milho_20260420_160209.jpg,milho,384259,1.3293,0.0321,0.0156,17594
90_coleta_20260420_161911_milho_20260420_160209.jpg,milho,384259,0.7523,0.0321,0.0156,17594
180_coleta_20260420_161911_milho_20260420_160209.jpg,milho,384259,1.3293,0.0321,0.0156,17594
270_coleta_20260420_161911_milho_20260420_160209.jpg,milho,384259,0.7523,0.0321,0.0156,17594
0_IMG_20260419_161009715_HDR.jpg,milho,423228,1.4773,0.0566,0.0296,13411
90_IMG_20260419_161009715_HDR.jpg,milho,423228,0.6769,0.0566,0.0296,13411
180_IMG_20260419_161009715_HDR.jpg,milho,423228,1.4773,0.0566,0.0296,13411
270_IMG_20260419_161009715_HDR.jpg,milho,423228,0.6769,0.0566,0.0296,13411
