arquivo,classe,area_px,area_relativa,aspect_ratio,solidez,circularidade,perimetro,perimetro_norm
270_coleta_20260421_150102_milho_20260421_145231.jpg,milho,278313,0.023193,0.7548,0.0241,0.0103,18410,34.8969
0_coleta_20260421_162911_milho_20260421_162236.jpg,milho,617119,0.051427,1.4154,0.0546,0.0202,19589,24.9361
90_coleta_20260421_162911_milho_20260421_162236.jpg,milho,617119,0.051427,0.7065,0.0546,0.0202,19589,24.9361
180_coleta_20260421_162911_milho_20260421_162236.jpg,milho,617119,0.051427,1.4154,0.0546,0.0202,19589,24.9361
270_coleta_20260421_162911_milho_20260421_162236.jpg,milho,617119,0.051427,0.7065,0.0546,0.0202,19589,24.9361
0_coleta_20260421_150031_milho_20260421_145258.jpg,milho,352808,0.029401,1.3333,0.0294,0.0115,19600,32.9979
90_coleta_20260421_150031_milho_20260421_145258.jpg,milho,352808,0.029401,0.75,0.0294,0.0115,19600,32.9979
180_coleta_20260421_150031_milho_20260421_145258.jpg,milho,352808,0.029401,1.3333,0.0294,0.0115,19600,32.9979
270_coleta_20260421_150031_milho_20260421_145258.jpg,milho,352808,0.029401,0.75,0.0294,0.0115,19600,32.9979
0_IMG_20260419_160751689_HDR.jpg,milho,202653,0.016888,1.5801,0.0201,0.0198,11353,25.2194
90_IMG_20260419_160751689_HDR.jpg,milho,202653,0.016888,0.6329,0.0201,0.0198,11353,25.2194
180_IMG_20260419_160751689_HDR.jpg,milho,202653,0.016888,1.5801,0.0201,0.0198,11353,25.2194
270_IMG_20260419_160751689_HDR.jpg,milho,202653,0.016888,0.6329,0.0201,0.0198,11353,25.2194
0_coleta_20260421_162903_milho_20260421_162247.jpg,milho,298132,0.024844,1.3728,0.0301,0.0115,18051,33.0596
90_coleta_20260421_162903_milho_20260421_162247.jpg,milho,298132,0.024844,0.7284,0.0301,0.0115,18051,33.0596
180_coleta_20260421_162903_milho_20260421_162247.jpg,milho,298132,0.024844,1.3728,0.0301,0.0115,18051,33.0596
270_coleta_20260421_162903_milho_20260421_162247.jpg,milho,298132,0.024844,0.7284,0.0301,0.0115,18051,33.0596
0_coleta_20260420_161751_milho_20260420_160336.jpg,milho,389090,0.032424,1.1602,0.0563,0.0183,16338,26.1923
90_coleta_20260420_161751_milho_20260420_160336.jpg,milho,389090,0.032424,0.8619,0.0563,0.0183,16338,26.1923
180_coleta_20260420_161751_milho_20260420_160336.jpg,milho,389090,0.032424,1.1602,0.0563,0.0183,16338,26.1923
270_coleta_20260420_161751_milho_20260420_160336.jpg,milho,389090,0.032424,0.8619,0.0563,0.0183,16338,26.1923
0_coleta_20260420_161856_milho_20260420_160231.jpg,milho,322131,0.026844,1.8138,0.0542,0.0259,12500,22.0239
90_coleta_20260420_161856_milho_20260420_160231.jpg,milho,322131,0.026844,0.5513,0.0542,0.0259,12500,22.0239
180_coleta_20260420_161856_milho_20260420_160231.jpg,milho,322131,0.026844,1.8138,0.0542,0.0259,12500,22.0239
270_coleta_20260420_161856_milho_20260420_160231.jpg,milho,322131,0.026844,0.5513,0.0542,0.0259,12500,22.0239
0_IMG_20260419_161059574_HDR.jpg,milho,271415,0.022618,1.308,0.0462,0.0246,11780,22.6114
90_IMG_20260419_161059574_HDR.jpg,milho,271415,0.022618,0.7645,0.0462,0.0246,11780,22.6114
180_IMG_20260419_161059574_HDR.jpg,milho,271415,0.022618,1.308,0.0462,0.0246,11780,22.6114
270_IMG_20260419_161059574_HDR.jpg,milho,271415,0.022618,0.7645,0.0462,0.0246,11780,22.6114
0_coleta_20260421_162856_milho_20260421_162252.jpg,milho,442742,0.036895,1.3083,0.0376,0.0078,26653,40.0563
90_coleta_20260421_162856_milho_20260421_162252.jpg,milho,442742,0.036895,0.7643,0.0376,0.0078,26653,40.0563
180_coleta_20260421_162856_milho_20260421_162252.jpg,milho,442742,0.036895,1.3083,0.0376,0.0078,26653,40.0563
270_coleta_20260421_162856_milho_20260421_162252.jpg,milho,442742,0.036895,0.7643,0.0376,0.0078,26653,40.0563
0_coleta_20260421_150004_milho_20260421_145337.jpg,milho,159831,0.013319,1.5071,0.0199,0.0108,13645,34.1305
90_coleta_20260421_150004_milho_20260421_145337.jpg,milho,159831,0.013319,0.6635,0.0199,0.0108,13645,34.1305
180_coleta_20260421_150004_milho_20260421_145337.jpg,milho,159831,0.013319,1.5071,0.0199,0.0108,13645,34.1305
270_coleta_20260421_150004_milho_20260421_145337.jpg,milho,159831,0.013319,0.6635,0.0199,0.0108,13645,34.1305
0_IMG_20260419_160831185_HDR.jpg,milho,155638,0.01297,2.0101,0.0196,0.019,10134,25.6876
90_IMG_20260419_160831185_HDR.jpg,milho,155638,0.01297,0.4975,0.0196,0.019,10134,25.6876
180_IMG_20260419_160831185_HDR.jpg,milho,155638,0.01297,2.0101,0.0196,0.019,10134,25.6876
270_IMG_20260419_160831185_HDR.jpg,milho,155638,0.01297,0.4975,0.0196,0.019,10134,25.6876
0_coleta_20260420_161905_milho_20260420_160216.jpg,milho,275629,0.022969,1.0627,0.0288,0.014,15741,29.9826
90_coleta_20260420_161905_milho_20260420_160216.jpg,milho,275629,0.022969,0.941,0.0288,0.014,15741,29.9826
180_coleta_20260420_161905_milho_20260420_160216.jpg,milho,275629,0.022969,1.0627,0.0288,0.014,15741,29.9826
270_coleta_20260420_161905_milho_20260420_160216.jpg,milho,275629,0.022969,0.941,0.0288,0.014,15741,29.9826
0_coleta_20260420_162011_milho_20260420_155956.jpg,milho,307047,0.025587,1.3196,0.0397,0.012,17935,32.3667
90_coleta_20260420_162011_milho_20260420_155956.jpg,milho,307047,0.025587,0.7578,0.0397,0.012,17935,32.3667
180_coleta_20260420_162011_milho_20260420_155956.jpg,milho,307047,0.025587,1.3196,0.0397,0.012,17935,32.3667
270_coleta_20260420_162011_milho_20260420_155956.jpg,milho,307047,0.025587,0.7578,0.0397,0.012,17935,32.3667
0_coleta_20260420_161745_milho_20260420_160339.jpg,milho,312442,0.026037,1.0213,0.035,0.0154,15972,28.5742
90_coleta_20260420_161745_milho_20260420_160339.jpg,milho,312442,0.026037,0.9791,0.035,0.0154,15972,28.5742
180_coleta_20260420_161745_milho_20260420_160339.jpg,milho,312442,0.026037,1.0213,0.035,0.0154,15972,28.5742
270_coleta_20260420_161745_milho_20260420_160339.jpg,milho,312442,0.026037,0.9791,0.035,0.0154,15972,28.5742
0_coleta_20260420_161841_milho_20260420_160250.jpg,milho,101738,0.008478,1.5853,0.0471,0.0732,4180,13.1049
90_coleta_20260420_161841_milho_20260420_160250.jpg,milho,101738,0.008478,0.6308,0.0471,0.0732,4180,13.1049
180_coleta_20260420_161841_milho_20260420_160250.jpg,milho,101738,0.008478,1.5853,0.0471,0.0732,4180,13.1049
270_coleta_20260420_161841_milho_20260420_160250.jpg,milho,101738,0.008478,0.6308,0.0471,0.0732,4180,13.1049
0_coleta_20260420_161801_milho_20260420_160329.jpg,milho,148857,0.012405,1.1266,0.0171,0.0302,7870,20.3981
90_coleta_20260420_161801_milho_20260420_160329.jpg,milho,148857,0.012405,0.8876,0.0171,0.0302,7870,20.3981
180_coleta_20260420_161801_milho_20260420_160329.jpg,milho,148857,0.012405,1.1266,0.0171,0.0302,7870,20.3981
270_coleta_20260420_161801_milho_20260420_160329.jpg,milho,148857,0.012405,0.8876,0.0171,0.0302,7870,20.3981
0_coleta_20260421_150001_milho_20260421_145338.jpg,milho,211218,0.017601,1.4867,0.0216,0.0156,13037,28.3669
90_coleta_20260421_150001_milho_20260421_145338.jpg,milho,211218,0.017601,0.6726,0.0216,0.0156,13037,28.3669
180_coleta_20260421_150001_milho_20260421_145338.jpg,milho,211218,0.017601,1.4867,0.0216,0.0156,13037,28.3669
270_coleta_20260421_150001_milho_20260421_145338.jpg,milho,211218,0.017601,0.6726,0.0216,0.0156,13037,28.3669
0_coleta_20260421_162807_milho_20260421_162342.jpg,milho,571797,0.04765,1.3698,0.0593,0.0178,20072,26.5442
90_coleta_20260421_162807_milho_20260421_162342.jpg,milho,571797,0.04765,0.73,0.0593,0.0178,20072,26.5442
180_coleta_20260421_162807_milho_20260421_162342.jpg,milho,571797,0.04765,1.3698,0.0593,0.0178,20072,26.5442
270_coleta_20260421_162807_milho_20260421_162342.jpg,milho,571797,0.04765,0.73,0.0593,0.0178,20072,26.5442
0_coleta_20260420_161929_milho_20260420_160145.jpg,milho,255968,0.021331,1.294,0.0256,0.0165,13948,27.5689
90_coleta_20260420_161929_milho_20260420_160145.jpg,milho,255968,0.021331,0.7728,0.0256,0.0165,13948,27.5689
180_coleta_20260420_161929_milho_20260420_160145.jpg,milho,255968,0.021331,1.294,0.0256,0.0165,13948,27.5689
270_coleta_20260420_161929_milho_20260420_160145.jpg,milho,255968,0.021331,0.7728,0.0256,0.0165,13948,27.5689
0_coleta_20260421_162822_milho_20260421_162327.jpg,milho,320229,0.026686,1.1322,0.0341,0.0311,11383,20.1153
90_coleta_20260421_162822_milho_20260421_162327.jpg,milho,320229,0.026686,0.8832,0.0341,0.0311,11383,20.1153
180_coleta_20260421_162822_milho_20260421_162327.jpg,milho,320229,0.026686,1.1322,0.0341,0.0311,11383,20.1153
270_coleta_20260421_162822_milho_20260421_162327.jpg,milho,320229,0.026686,0.8832,0.0341,0.0311,11383,20.1153
0_coleta_20260421_150021_milho_20260421_145316.jpg,milho,290268,0.024189,1.3217,0.0244,0.0015,49759,92.3575
90_coleta_20260421_150021_milho_20260421_145316.jpg,milho,290268,0.024189,0.7566,0.0244,0.0015,49759,92.3575
180_coleta_20260421_150021_milho_20260421_145316.jpg,milho,290268,0.024189,1.3217,0.0244,0.0015,49759,92.3575
270_coleta_20260421_150021_milho_20260421_145316.jpg,milho,290268,0.024189,0.7566,0.0244,0.0015,49759,92.3575
0_coleta_20260420_161853_milho_20260420_160236.jpg,milho,266273,0.022189,1.4118,0.0552,0.0222,12264,23.7667
90_coleta_20260420_161853_milho_20260420_160236.jpg,milho,266273,0.022189,0.7083,0.0552,0.0222,12264,23.7667
180_coleta_20260420_161853_milho_20260420_160236.jpg,milho,266273,0.022189,1.4118,0.0552,0.0222,12264,23.7667
270_coleta_20260420_161853_milho_20260420_160236.jpg,milho,266273,0.022189,0.7083,0.0552,0.0222,12264,23.7667
0_coleta_20260421_150100_milho_20260421_145233.jpg,milho,519748,0.043312,1.2766,0.0462,0.0161,20121,27.9096
90_coleta_20260421_150100_milho_20260421_145233.jpg,milho,519748,0.043312,0.7833,0.0462,0.0161,20121,27.9096
180_coleta_20260421_150100_milho_20260421_145233.jpg,milho,519748,0.043312,1.2766,0.0462,0.0161,20121,27.9096
270_coleta_20260421_150100_milho_20260421_145233.jpg,milho,519748,0.043312,0.7833,0.0462,0.0161,20121,27.9096
0_coleta_20260421_150012_milho_20260421_145324.jpg,milho,180948,0.015079,1.3056,0.0156,0.0129,13275,31.2074
90_coleta_20260421_150012_milho_20260421_145324.jpg,milho,180948,0.015079,0.7659,0.0156,0.0129,13275,31.2074
180_coleta_20260421_150012_milho_20260421_145324.jpg,milho,180948,0.015079,1.3056,0.0156,0.0129,13275,31.2074
270_coleta_20260421_150012_milho_20260421_145324.jpg,milho,180948,0.015079,0.7659,0.0156,0.0129,13275,31.2074
0_coleta_20260420_162003_milho_20260420_160011.jpg,milho,698474,0.058206,1.0903,0.0712,0.0213,20306,24.2968
90_coleta_20260420_162003_milho_20260420_160011.jpg,milho,698474,0.058206,0.9172,0.0712,0.0213,20306,24.2968
180_coleta_20260420_162003_milho_20260420_160011.jpg,milho,698474,0.058206,1.0903,0.0712,0.0213,20306,24.2968
270_coleta_20260420_162003_milho_20260420_160011.jpg,milho,698474,0.058206,0.9172,0.0712,0.0213,20306,24.2968
0_coleta_20260421_162834_milho_20260421_162322.jpg,milho,295152,0.024596,1.0176,0.0485,0.0273,11663,21.4678
90_coleta_20260421_162834_milho_20260421_162322.jpg,milho,295152,0.024596,0.9827,0.0485,0.0273,11663,21.4678
180_coleta_20260421_162834_milho_20260421_162322.jpg,milho,295152,0.024596,1.0176,0.0485,0.0273,11663,21.4678
270_coleta_20260421_162834_milho_20260421_162322.jpg,milho,295152,0.024596,0.9827,0.0485,0.0273,11663,21.4678
0_coleta_20260420_161907_milho_20260420_160213.jpg,milho,246962,0.02058,1.0375,0.0267,0.0284,10455,21.0382
90_coleta_20260420_161907_milho_20260420_160213.jpg,milho,246962,0.02058,0.9638,0.0267,0.0284,10455,21.0382
180_coleta_20260420_161907_milho_20260420_160213.jpg,milho,246962,0.02058,1.0375,0.0267,0.0284,10455,21.0382
270_coleta_20260420_161907_milho_20260420_160213.jpg,milho,246962,0.02058,0.9638,0.0267,0.0284,10455,21.0382
0_coleta_20260421_150032_milho_20260421_145254.jpg,milho,468371,0.039031,1.3504,0.04,0.0106,23576,34.4489
90_coleta_20260421_150032_milho_20260421_145254.jpg,milho,468371,0.039031,0.7405,0.04,0.0106,23576,34.4489
180_coleta_20260421_150032_milho_20260421_145254.jpg,milho,468371,0.039031,1.3504,0.04,0.0106,23576,34.4489
270_coleta_20260421_150032_milho_20260421_145254.jpg,milho,468371,0.039031,0.7405,0.04,0.0106,23576,34.4489
0_coleta_20260420_161804_milho_20260420_160325.jpg,milho,340286,0.028357,1.6525,0.053,0.0221,13914,23.8523
90_coleta_20260420_161804_milho_20260420_160325.jpg,milho,340286,0.028357,0.6052,0.053,0.0221,13914,23.8523
180_coleta_20260420_161804_milho_20260420_160325.jpg,milho,340286,0.028357,1.6525,0.053,0.0221,13914,23.8523
270_coleta_20260420_161804_milho_20260420_160325.jpg,milho,340286,0.028357,0.6052,0.053,0.0221,13914,23.8523
0_coleta_20260420_161900_milho_20260420_160229.jpg,milho,351432,0.029286,0.6942,0.1023,0.0289,12364,20.8564
90_coleta_20260420_161900_milho_20260420_160229.jpg,milho,351432,0.029286,1.4404,0.1023,0.0289,12364,20.8564
180_coleta_20260420_161900_milho_20260420_160229.jpg,milho,351432,0.029286,0.6942,0.1023,0.0289,12364,20.8564
270_coleta_20260420_161900_milho_20260420_160229.jpg,milho,351432,0.029286,1.4404,0.1023,0.0289,12364,20.8564
0_IMG_20260419_160947858_HDR.jpg,milho,302122,0.025177,1.6847,0.0485,0.0398,9768,17.7711
90_IMG_20260419_160947858_HDR.jpg,milho,302122,0.025177,0.5936,0.0485,0.0398,9768,17.7711
180_IMG_20260419_160947858_HDR.jpg,milho,302122,0.025177,1.6847,0.0485,0.0398,9768,17.7711
270_IMG_20260419_160947858_HDR.jpg,milho,302122,0.025177,0.5936,0.0485,0.0398,9768,17.7711
0_coleta_20260421_162812_milho_20260421_162340.jpg,milho,531365,0.04428,1.4013,0.051,0.0205,18031,24.7357
90_coleta_20260421_162812_milho_20260421_162340.jpg,milho,531365,0.04428,0.7136,0.051,0.0205,18031,24.7357
180_coleta_20260421_162812_milho_20260421_162340.jpg,milho,531365,0.04428,1.4013,0.051,0.0205,18031,24.7357
270_coleta_20260421_162812_milho_20260421_162340.jpg,milho,531365,0.04428,0.7136,0.051,0.0205,18031,24.7357
0_coleta_20260420_161923_milho_20260420_160153.jpg,milho,350684,0.029224,1.7234,0.0378,0.0249,13291,22.444
90_coleta_20260420_161923_milho_20260420_160153.jpg,milho,350684,0.029224,0.5802,0.0378,0.0249,13291,22.444
180_coleta_20260420_161923_milho_20260420_160153.jpg,milho,350684,0.029224,1.7234,0.0378,0.0249,13291,22.444
270_coleta_20260420_161923_milho_20260420_160153.jpg,milho,350684,0.029224,0.5802,0.0378,0.0249,13291,22.444
0_coleta_20260420_161834_milho_20260420_160254.jpg,milho,175649,0.014637,2.2535,0.0583,0.0709,5578,13.3093
90_coleta_20260420_161834_milho_20260420_160254.jpg,milho,175649,0.014637,0.4438,0.0583,0.0709,5578,13.3093
180_coleta_20260420_161834_milho_20260420_160254.jpg,milho,175649,0.014637,2.2535,0.0583,0.0709,5578,13.3093
270_coleta_20260420_161834_milho_20260420_160254.jpg,milho,175649,0.014637,0.4438,0.0583,0.0709,5578,13.3093
0_IMG_20260419_160754502_HDR.jpg,milho,558341,0.046528,1.3855,0.0722,0.0241,17068,22.8419
90_IMG_20260419_160754502_HDR.jpg,milho,558341,0.046528,0.7217,0.0722,0.0241,17068,22.8419
180_IMG_20260419_160754502_HDR.jpg,milho,558341,0.046528,1.3855,0.0722,0.0241,17068,22.8419
270_IMG_20260419_160754502_HDR.jpg,milho,558341,0.046528,0.7217,0.0722,0.0241,17068,22.8419
0_coleta_20260420_162031_milho_20260420_155914.jpg,milho,414744,0.034562,1.35,0.035,0.0051,32074,49.8039
90_coleta_20260420_162031_milho_20260420_155914.jpg,milho,414744,0.034562,0.7408,0.035,0.0051,32074,49.8039
180_coleta_20260420_162031_milho_20260420_155914.jpg,milho,414744,0.034562,1.35,0.035,0.0051,32074,49.8039
270_coleta_20260420_162031_milho_20260420_155914.jpg,milho,414744,0.034562,0.7408,0.035,0.0051,32074,49.8039
0_coleta_20260421_162844_milho_20260421_162309.jpg,milho,803331,0.066944,1.3468,0.0676,0.0045,47621,53.1314
90_coleta_20260421_162844_milho_20260421_162309.jpg,milho,803331,0.066944,0.7425,0.0676,0.0045,47621,53.1314
180_coleta_20260421_162844_milho_20260421_162309.jpg,milho,803331,0.066944,1.3468,0.0676,0.0045,47621,53.1314
270_coleta_20260421_162844_milho_20260421_162309.jpg,milho,803331,0.066944,0.7425,0.0676,0.0045,47621,53.1314
0_coleta_20260420_161926_milho_20260420_160148.jpg,milho,241479,0.020123,1.3798,0.0229,0.0198,12391,25.2154
90_coleta_20260420_161926_milho_20260420_160148.jpg,milho,241479,0.020123,0.7247,0.0229,0.0198,12391,25.2154
180_coleta_20260420_161926_milho_20260420_160148.jpg,milho,241479,0.020123,1.3798,0.0229,0.0198,12391,25.2154
270_coleta_20260420_161926_milho_20260420_160148.jpg,milho,241479,0.020123,0.7247,0.0229,0.0198,12391,25.2154
0_coleta_20260420_161952_milho_20260420_160044.jpg,milho,1076897,0.089741,1.32,0.0906,0.0044,55538,53.5184
90_coleta_20260420_161952_milho_20260420_160044.jpg,milho,1076897,0.089741,0.7576,0.0906,0.0044,55538,53.5184
180_coleta_20260420_161952_milho_20260420_160044.jpg,milho,1076897,0.089741,1.32,0.0906,0.0044,55538,53.5184
270_coleta_20260420_161952_milho_20260420_160044.jpg,milho,1076897,0.089741,0.7576,0.0906,0.0044,55538,53.5184
